,LotId,State,City,Zipcode,Baths,Beds,Price
2749,1001631690.0,DC,Washington,20010,Unknown,0,1704.0
2750,1002297578.0,DC,Washington,20005,Unknown,0,1810.0
2751,1002297578.0,DC,Washington,20005,Unknown,1,2210.0
2752,2456644769.0,DC,Washington,20005,Unknown,0,2027.0
2753,2456644769.0,DC,Washington,20005,Unknown,1,2372.0
2754,1151346835.0,DC,Washington,20003,Unknown,0,2076.0
2755,1151346835.0,DC,Washington,20003,Unknown,1,2432.0
2756,1151346835.0,DC,Washington,20003,Unknown,2,3294.0
2757,1002154709.0,DC,Washington,20002,Unknown,1,1782.0
2758,1002154709.0,DC,Washington,20002,Unknown,2,2600.0
2759,1001417185.0,DC,Washington,20012,Unknown,0,1738.0
2760,1001417185.0,DC,Washington,20012,Unknown,1,2005.0
2761,1001742202.0,DC,Washington,20004,Unknown,0,2292.0
2762,1001742202.0,DC,Washington,20004,Unknown,1,2228.0
2763,1001742202.0,DC,Washington,20004,Unknown,2,3997.0
2764,1008633340.0,DC,Washington,20003,Unknown,0,1880.0
2765,1008633340.0,DC,Washington,20003,Unknown,1,2470.0
2766,1008633340.0,DC,Washington,20003,Unknown,2,3680.0
2767,1001572170.0,DC,Washington,20005,Unknown,1,2595.0
2768,1001572170.0,DC,Washington,20005,Unknown,2,3880.0
2769,1001416676.0,DC,Washington,20008,Unknown,0,1796.0
2770,1001416676.0,DC,Washington,20008,Unknown,1,2003.0
2771,1001416676.0,DC,Washington,20008,Unknown,2,2629.0
2772,2440469222.0,DC,Washington,20003,Unknown,0,2365.0
2773,2440469222.0,DC,Washington,20003,Unknown,1,2665.0
2774,2440469222.0,DC,Washington,20003,Unknown,2,5578.0
2775,2070263584,DC,Washington,20009,2.0,,
2776,1001684133.0,DC,Washington,20007,Unknown,1,1295.0
2777,1001684133.0,DC,Washington,20007,Unknown,2,2195.0
2778,2607213149.0,DC,Washington,20001,Unknown,1,2905.0
2779,2607213149.0,DC,Washington,20001,Unknown,2,4273.0
2780,1001417214.0,DC,Washington,20001,Unknown,0,2005.0
2781,1001417214.0,DC,Washington,20001,Unknown,1,2015.0
2782,1001417214.0,DC,Washington,20001,Unknown,2,3845.0
2783,1008623154.0,DC,Washington,20008,Unknown,1,1875.0
2784,1001416847.0,DC,Washington,20008,Unknown,1,2175.0
2785,1001416847.0,DC,Washington,20008,Unknown,2,3298.0
2786,1049555568.0,DC,Washington,20002,Unknown,0,1625.0
2787,1049555568.0,DC,Washington,20002,Unknown,1,1747.0
2788,1049555568.0,DC,Washington,20002,Unknown,2,2285.0
2789,1001692162.0,DC,Washington,20003,Unknown,0,1869.0
2790,1001692162.0,DC,Washington,20003,Unknown,1,2299.0
2791,1001692162.0,DC,Washington,20003,Unknown,2,3299.0
2792,1002079894.0,DC,Washington,20003,Unknown,0,1949.0
2793,1002079894.0,DC,Washington,20003,Unknown,1,2219.0
2794,2454606583.0,DC,Washington,20037,Unknown,0,2216.0
2795,2454606583.0,DC,Washington,20037,Unknown,1,2668.0
2796,2454606583.0,DC,Washington,20037,Unknown,2,4676.0
2797,2090263562.0,DC,Washington,20002,Unknown,1,2137.0
2798,2090263562.0,DC,Washington,20002,Unknown,2,2897.0
2799,2090241231.0,DC,Washington,20001,Unknown,0,1696.0
2800,2090241231.0,DC,Washington,20001,Unknown,1,1980.0
2801,2090241231.0,DC,Washington,20001,Unknown,2,2473.0
2802,2372272452.0,DC,Washington,20003,Unknown,0,1831.0
2803,1001416962.0,DC,Washington,20012,Unknown,0,1750.0
