zpid,id,lotId,imgSrc,hasImage,statusType,statusText,detailUrl,latLong,units,variableData,badgeInfo,buildingName,isBuilding,address,addressStreet,addressState,addressCity,addressZipcode,providerListingId,canSaveBuilding,has3DModel,isFeaturedListing,isSaved,list,relaxed,area,availabilityDate,baths,beds,countryCurrency,hasAdditionalAttributions,hasVideo,hdpData,isHomeRec,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,pgapt,price,sgapt,shouldShowZestimateAsPrice,unformattedPrice,zestimate
41.984314_rrc2*-rrc_87.65563,41.984314_rrc2*-rrc_87.65563,1001144623,https://photos.zillowstatic.com/fp/04856f38b1b2a7e23539e135ecc7415d-p_e.jpg,True,FOR_RENT,5630 North Sheridan,/b/5630-north-sheridan-chicago-il-5XfZrw/,"{'latitude': 41.984314, 'longitude': -87.65563}","[{'price': '$1,150+', 'beds': '0'}, {'price': '$1,345+', 'beds': '1'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,5630 North Sheridan,True,"5630 N Sheridan Rd, Chicago, IL",5630 N  Sheridan Rd   # 3ee9635d9,IL,Chicago,60660,1ue512myv387m,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.87801_rrc2*-rrc_87.65843,41.87801_rrc2*-rrc_87.65843,2347213094,https://photos.zillowstatic.com/fp/03699c66edba2ee22e55369c404f0ce4-p_e.jpg,True,FOR_RENT,The Jax,/b/the-jax-chicago-il-BK9z84/,"{'latitude': 41.87801, 'longitude': -87.65843}","[{'price': '$1,805+', 'beds': '0'}, {'price': '$2,395+', 'beds': '1'}, {'price': '$3,850+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,The Jax,True,"1220 W Jackson Blvd, Chicago, IL",1220 W  Jackson Blvd # 315,IL,Chicago,60607,2py4s0qwz6n95,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.92516_rrc2*-rrc_87.6474,41.92516_rrc2*-rrc_87.6474,2103984866,https://photos.zillowstatic.com/fp/e0407f5b82c2dac169e60d3ee5cbccd2-p_e.jpg,True,FOR_RENT,The Apartments at Lincoln Common,/b/the-apartments-at-lincoln-common-chicago-il-9RyZFf/,"{'latitude': 41.92516, 'longitude': -87.6474}","[{'price': '$2,190+', 'beds': '0'}, {'price': '$2,375+', 'beds': '1'}, {'price': '$4,715+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Apartments at Lincoln Common,True,"2345 N Lincoln Ave, Chicago, IL",2345 N  Lincoln Ave  # A2-0314,IL,Chicago,60614,2spv9xajd0z9z,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
2066760864,2066760864,,https://photos.zillowstatic.com/fp/841bd7382ef4ea4d194ce05fdaa419d4-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/445-w-wellington-chicago-il-9TzW/,"{'latitude': 41.936428, 'longitude': -87.641}",,"{'type': 'TIME_ON_INFO', 'text': '99 days ago', 'data': {'isFresh': False}}",,,,"445 W Wellington, 445 W Wellington Ave, Chicago, IL 60657",445 W Wellington Ave #A5B7D16D9,IL,Chicago,60657,4ae5ch7a21nz5,,False,True,False,True,False,,,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2066760864, 'streetAddress': '445 W Wellington Ave #A5B7D16D9', 'zipcode': '60657', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.936428, 'longitude': -87.641, 'price': 1795.0, 'datePriceChanged': 1673251200000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1468, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1795.0, 'priceChange': 45, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# a5b7d16d9'}}",False,False,False,False,False,ForRent,"$1,795+/mo",For Rent,False,1795.0,
41.877636_rrc2*-rrc_87.658134,41.877636_rrc2*-rrc_87.658134,1075356688,https://photos.zillowstatic.com/fp/0374ebddce8d52c7fdad5d6bb085d95b-p_e.jpg,True,FOR_RENT,Reside on Jackson,/b/reside-on-jackson-chicago-il-5pXNfs/,"{'latitude': 41.877636, 'longitude': -87.658134}","[{'price': '$2,740+', 'beds': '1'}, {'price': '$2,670+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Reside on Jackson,True,"1245 W Jackson Blvd, Chicago, IL",1245 W  Jackson Blvd # 2-0315,IL,Chicago,60607,4gt2anus3qd1b,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.93925_rrc2*-rrc_87.73227,41.93925_rrc2*-rrc_87.73227,1103704,https://photos.zillowstatic.com/fp/7b7340f20334a0d0580dcff970492aff-p_e.jpg,True,FOR_RENT,The Avondale Residences,/b/the-avondale-residences-chicago-il-CNgZ/,"{'latitude': 41.93925, 'longitude': -87.73227}","[{'price': '$4,200+', 'beds': '3'}, {'price': '$4,725+', 'beds': '4'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,The Avondale Residences,True,"4200 W Belmont Ave, Chicago, IL",4200 W  Belmont Ave  # 11461997,IL,Chicago,60641,3n560drr6ajjy,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.883717_rrc2*-rrc_87.62866,41.883717_rrc2*-rrc_87.62866,1151090566,https://photos.zillowstatic.com/fp/c2eb0f799c84a17da9e30b547d71ed62-p_e.jpg,True,FOR_RENT,Marquee at Block 37,/b/marquee-at-block-37-chicago-il-65g7KD/,"{'latitude': 41.883717, 'longitude': -87.62866}","[{'price': '$2,069+', 'beds': '0'}, {'price': '$2,624+', 'beds': '1'}, {'price': '$3,494+', 'beds': '2'}, {'price': '$5,227+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Marquee at Block 37,True,"25 W Randolph St, Chicago, IL",25 W  Randolph St   # 1312,IL,Chicago,60601,29vsf90npyhgd,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.993683_rrc2*-rrc_87.66014,41.993683_rrc2*-rrc_87.66014,1181151,https://photos.zillowstatic.com/fp/e87c4241d88f429b7e969e1b9ad02e7b-p_e.jpg,True,FOR_RENT,Edge on Broadway,/b/edge-on-broadway-chicago-il-D3x8/,"{'latitude': 41.993683, 'longitude': -87.66014}","[{'price': '$1,375+', 'beds': '0'}, {'price': '$1,895+', 'beds': '1'}, {'price': '$2,375+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Edge on Broadway,True,"6149 N Broadway St, Chicago, IL",6149 N  Broadway St   # 515,IL,Chicago,60660,9kqvpa8rqd0t,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.938133_rrc2*-rrc_87.78496,41.938133_rrc2*-rrc_87.78496,2543042936,https://photos.zillowstatic.com/fp/77fe06c87ea01995ceffcd5bdd94b7ba-p_e.jpg,True,FOR_RENT,Block Belmont Apartments,/b/block-belmont-apartments-chicago-il-C28VvR/,"{'latitude': 41.938133, 'longitude': -87.78496}","[{'price': '$1,850+', 'beds': '0'}, {'price': '$2,200+', 'beds': '1'}, {'price': '$3,800+', 'beds': '2'}, {'price': '$2,900+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Block Belmont Apartments,True,"6340 W Belmont Ave, Chicago, IL",6340 W  Belmont Ave  # 11468679,IL,Chicago,60634,55mu4uutw4uyd,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.88498_rrc2*-rrc_87.66112,41.88498_rrc2*-rrc_87.66112,2347213151,https://photos.zillowstatic.com/fp/4a1df82bc90c256bdd61ae94e771f9d7-p_e.jpg,True,FOR_RENT,The Mason,/b/the-mason-chicago-il-BK9z9D/,"{'latitude': 41.88498, 'longitude': -87.66112}","[{'price': '$1,992+', 'beds': '0'}, {'price': '$2,556+', 'beds': '1'}, {'price': '$3,992+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,The Mason,True,"180 N Ada St, Chicago, IL",180 N  Ada St   # 914,IL,Chicago,60607,2qcxayqs12z7e,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.86681_rrc2*-rrc_87.62358,41.86681_rrc2*-rrc_87.62358,2103778973,https://photos.zillowstatic.com/fp/1d8464ba3fa797737ffff6028f64e414-p_e.jpg,True,FOR_RENT,NEMA Chicago,/b/nema-chicago-chicago-il-9RwqTm/,"{'latitude': 41.86681, 'longitude': -87.62358}","[{'price': '$2,001+', 'beds': '0'}, {'price': '$2,583+', 'beds': '1'}, {'price': '$3,728+', 'beds': '2'}, {'price': '$6,422+', 'beds': '3'}, {'price': '$11,900+', 'beds': '4'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,NEMA Chicago,True,"1210 S Indiana Ave, Chicago, IL",1210 S  Indiana Ave  # 5607,IL,Chicago,60605,3x81t30wkps0r,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
2083049007,2083049007,,https://photos.zillowstatic.com/fp/1d8464ba3fa797737ffff6028f64e414-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/nema-chicago-chicago-il-9RwqTm/,"{'latitude': 41.866997, 'longitude': -87.62338}",,"{'type': 'TIME_ON_INFO', 'text': '5 hours ago', 'data': {'isFresh': True}}",,,,"NEMA Chicago, 1210 S Indiana Ave APT 2603, Chicago, IL 60605",1210 S Indiana Ave APT 2603,IL,Chicago,60605,3x81t30wkps0r,,False,True,False,True,False,991.0,2023-05-03 00:00:00,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2083049007, 'streetAddress': '1210 S Indiana Ave APT 2603', 'zipcode': '60605', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.866997, 'longitude': -87.62338, 'price': 3553.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 991.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2556, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3553.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 2603'}}",False,False,False,False,False,ForRent,"$3,553/mo",For Rent,False,3553.0,
41.936287_rrc2*-rrc_87.63982,41.936287_rrc2*-rrc_87.63982,1001044063,https://photos.zillowstatic.com/fp/cefab0c753e801ee03aa7ad2bd2bee42-p_e.jpg,True,FOR_RENT,2970 N Sheridan,/b/2970-n-sheridan-chicago-il-5Xdjyg/,"{'latitude': 41.936287, 'longitude': -87.63982}","[{'price': '$1,470+', 'beds': '0'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,2970 N Sheridan,True,"2970 N Sheridan Rd, Chicago, IL",2970 N  Sheridan Rd   Apt 711,IL,Chicago,60657,4rhb8nb6v76zr,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.92736_rrc2*-rrc_87.64197,41.92736_rrc2*-rrc_87.64197,1000934730,https://photos.zillowstatic.com/fp/4423ec2b8e9e6f4e21692b37484629a3-p_e.jpg,True,FOR_RENT,Park Lincoln by Reside,/b/park-lincoln-by-reside-chicago-il-5XcpRP/,"{'latitude': 41.92736, 'longitude': -87.64197}","[{'price': '$2,078+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Park Lincoln by Reside,True,"2470 N Clark St, Chicago, IL",2470 N  Clark St   Apt 1208,IL,Chicago,60614,52j5jbzyf54b2,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.871704_rrc2*-rrc_87.62454,41.871704_rrc2*-rrc_87.62454,2361876623,https://photos.zillowstatic.com/fp/6f0b56b9ec99be9c45097a4f99af6d71-p_e.jpg,True,FOR_RENT,Sentral Michigan Avenue,/b/sentral-michigan-avenue-chicago-il-BMhcNk/,"{'latitude': 41.871704, 'longitude': -87.62454}","[{'price': '$2,102+', 'beds': '0'}, {'price': '$2,474+', 'beds': '1'}, {'price': '$3,209+', 'beds': '2'}, {'price': '$8,294+', 'beds': '4'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Sentral Michigan Avenue,True,"808 S Michigan Ave, Chicago, IL",808 S  Michigan Ave  # 3903,IL,Chicago,60605,367mkyt8vzwcz,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.892536_rrc2*-rrc_87.61664,41.892536_rrc2*-rrc_87.61664,1008774542,https://photos.zillowstatic.com/fp/b5eb4522c935582174da4512bb5c2444-p_e.jpg,True,FOR_RENT,Sienna Apartments,/b/sienna-apartments-chicago-il-5YzRfY/,"{'latitude': 41.892536, 'longitude': -87.61664}","[{'price': '$2,485+', 'beds': '1'}, {'price': '$3,744+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Sienna Apartments,True,"423 E Ohio St, Chicago, IL",423 E  Ohio St   Unit 203,IL,Chicago,60611,4381rbvnwttf6,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.893204_rrc2*-rrc_87.61872,41.893204_rrc2*-rrc_87.61872,1001365669,https://photos.zillowstatic.com/fp/92bb57a007f8f7493c20e2da36cedaa7-p_e.jpg,True,FOR_RENT,Arrive Streeterville,/b/arrive-streeterville-chicago-il-5XhSw5/,"{'latitude': 41.893204, 'longitude': -87.61872}","[{'price': '$1,760+', 'beds': '0'}, {'price': '$2,300+', 'beds': '1'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Arrive Streeterville,True,"333 E Ontario St, Chicago, IL",333 E  Ontario St   # 23512,IL,Chicago,60611,kx159q402yx1,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.867912_rrc2*-rrc_87.62589,41.867912_rrc2*-rrc_87.62589,2103777598,https://photos.zillowstatic.com/fp/4a2d7a3ae8afe0cedf22c4d01790c267-p_e.jpg,True,FOR_RENT,Eleven40,/b/eleven40-chicago-il-9Rwpvh/,"{'latitude': 41.867912, 'longitude': -87.62589}","[{'price': '$2,015+', 'beds': '0'}, {'price': '$2,339+', 'beds': '1'}, {'price': '$3,094+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Eleven40,True,"1140 S Wabash Ave, Chicago, IL",1140 S  Wabash Ave  # 1910,IL,Chicago,60605,4ba62mngvxd6s,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.96573_rrc2*-rrc_87.65423,41.96573_rrc2*-rrc_87.65423,1001254465,https://photos.zillowstatic.com/fp/66c651e0d6689274bd45fdc87775d543-p_e.jpg,True,FOR_RENT,Sheridan Plaza - 4607 N Sheridan Rd,/b/sheridan-plaza-4607-n-sheridan-rd-chicago-il-5XgWbb/,"{'latitude': 41.96573, 'longitude': -87.65423}","[{'price': '$1,656+', 'beds': '1'}, {'price': '$1,793+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Sheridan Plaza - 4607 N Sheridan Rd,True,"4607 N Sheridan Rd, Chicago, IL",4607 N  Sheridan Rd   Apt 1202,IL,Chicago,60640,4dmbmdej3jf8c,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.942017_rrc2*-rrc_87.64,41.942017_rrc2*-rrc_87.64,1110012,https://photos.zillowstatic.com/fp/58b7f0e001163307b9a9c301208a5917-p_e.jpg,True,FOR_RENT,3260 & 3270 N Lake Shore Drive,/b/3260-%26-3270-n-lake-shore-drive-chicago-il-CRKK/,"{'latitude': 41.942017, 'longitude': -87.64}","[{'price': '$2,360+', 'beds': '1'}, {'price': '$4,450+', 'beds': '2'}, {'price': '$4,405+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,3260 & 3270 N Lake Shore Drive,True,"3260 N Lake Shore Dr, Chicago, IL",3260 N  Lake Shore Dr   # 17C,IL,Chicago,60657,pdyav5v99wxx,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.886913_rrc2*-rrc_87.615364,41.886913_rrc2*-rrc_87.615364,2423568872,https://photos.zillowstatic.com/fp/1ba5af56370100b2f15a8bbdbc675552-p_e.jpg,True,FOR_RENT,Cascade,/b/cascade-chicago-il-BZPznF/,"{'latitude': 41.886913, 'longitude': -87.615364}","[{'price': '$1,845+', 'beds': '0'}, {'price': '$2,247+', 'beds': '1'}, {'price': '$3,905+', 'beds': '2'}, {'price': '$5,161+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Cascade,True,"455 E Waterside Dr, Chicago, IL",455 E  Waterside Dr   # 815,IL,Chicago,60601,3y6uy4r5c0p0u,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.923016_rrc2*-rrc_87.699234,41.923016_rrc2*-rrc_87.699234,1250559,https://photos.zillowstatic.com/fp/dfb3fb07d3487ae83ac9181027547bb6-p_e.jpg,True,FOR_RENT,Motif on Belden,/b/motif-on-belden-chicago-il-Dcrc/,"{'latitude': 41.923016, 'longitude': -87.699234}","[{'price': '$1,696+', 'beds': '0'}, {'price': '$1,971+', 'beds': '1'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Motif on Belden,True,"2845 W Belden Ave, Chicago, IL",2845 W  Belden Ave  # 319,IL,Chicago,60647,4s5dswc011arx,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.88182_rrc2*-rrc_87.65703,41.88182_rrc2*-rrc_87.65703,1109291,https://photos.zillowstatic.com/fp/69d95f677949149d30760ba1f4be0b5b-p_e.jpg,True,FOR_RENT,Madison at Racine,/b/madison-at-racine-chicago-il-CR2b/,"{'latitude': 41.88182, 'longitude': -87.65703}","[{'price': '$2,175+', 'beds': '0'}, {'price': '$2,372+', 'beds': '1'}, {'price': '$3,572+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Madison at Racine,True,"1164 W Madison St, Chicago, IL",1164 W  Madison St   Unit 524,IL,Chicago,60607,2wzvbkbhkjyr2,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.968197_rrc2*-rrc_87.675644,41.968197_rrc2*-rrc_87.675644,2104442662,https://photos.zillowstatic.com/fp/9727c730d4d1cb94904147e7d8f3c185-p_e.jpg,True,FOR_RENT,The Raven Residences,/b/the-raven-residences-chicago-il-9S4SvR/,"{'latitude': 41.968197, 'longitude': -87.675644}","[{'price': '$1,559+', 'beds': '0'}, {'price': '$1,862+', 'beds': '1'}, {'price': '$3,086+', 'beds': '2'}, {'price': '$6,120+', 'beds': '4'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Raven Residences,True,"4733 N Wolcott Ave, Chicago, IL",4733 N  Wolcott Ave  # R-211,IL,Chicago,60640,4mgs2a3gctwmp,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.897766_rrc2*-rrc_87.6324,41.897766_rrc2*-rrc_87.6324,1001278521,https://photos.zillowstatic.com/fp/54cef7fc59e460287cf041ac6e1fbca5-p_e.jpg,True,FOR_RENT,Chestnut Tower Apartments,/b/chestnut-tower-apartments-chicago-il-5XgjcX/,"{'latitude': 41.897766, 'longitude': -87.6324}","[{'price': '$2,048+', 'beds': '0'}, {'price': '$2,373+', 'beds': '1'}, {'price': '$3,376+', 'beds': '2'}, {'price': '$5,769+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Chestnut Tower Apartments,True,"121 W Chestnut St, Chicago, IL",121 W  Chestnut St   Apt 1603,IL,Chicago,60610,4j7rgspgh86sb,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.887608_rrc2*-rrc_87.63746,41.887608_rrc2*-rrc_87.63746,1150576132,https://photos.zillowstatic.com/fp/97bc3d9e19f4641fb579bc2e673fec47-p_e.jpg,True,FOR_RENT,Wolf Point West,/b/wolf-point-west-chicago-il-65Zk4Y/,"{'latitude': 41.887608, 'longitude': -87.63746}","[{'price': '$2,189+', 'beds': '0'}, {'price': '$2,472+', 'beds': '1'}, {'price': '$4,198+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Wolf Point West,True,"343 W Wolf Point Plz, Chicago, IL",343 W  Wolf Point Plz  Unit 2704,IL,Chicago,60654,2sn7832axqjwn,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.965767_rrc2*-rrc_87.657364,41.965767_rrc2*-rrc_87.657364,2561578411,https://photos.zillowstatic.com/fp/384a2287734e9be01686dc377572ec55-p_e.jpg,True,FOR_RENT,Platform 4611,/b/platform-4611-chicago-il-C5M4pR/,"{'latitude': 41.965767, 'longitude': -87.657364}","[{'price': '$1,910+', 'beds': '0'}, {'price': '$2,220+', 'beds': '1'}, {'price': '$3,060+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Platform 4611,True,"4611 N Broadway St, Chicago, IL",4611 N  Broadway St   # 806,IL,Chicago,60640,4v26bmwt9sspz,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.877056_rrc2*-rrc_87.63394,41.877056_rrc2*-rrc_87.63394,2103801107,https://photos.zillowstatic.com/fp/efc5eeed6f7e70a76e6da325e71c1c8a-p_e.jpg,True,FOR_RENT,330 S. Wells St,/b/330-s.-wells-st-chicago-il-9Rx2hT/,"{'latitude': 41.877056, 'longitude': -87.63394}","[{'price': '$1,735+', 'beds': '0'}, {'price': '$1,962+', 'beds': '1'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,330 S. Wells St,True,"330 S Wells St, Chicago, IL",330 S  Wells St   # 806,IL,Chicago,60606,1v9jzuj3krkk0,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
87723259,87723259,,https://photos.zillowstatic.com/fp/10f69fb8eaedbb90856b056bd6edcb76-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/melrose-place-chicago-il-5XdNqd/,"{'latitude': 41.94086, 'longitude': -87.64258}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,,,"Melrose Place, 519 W Melrose St APT 204, Chicago, IL 60657",519 W Melrose St APT 204,IL,Chicago,60657,2rzapkj8g6fsq,,True,True,False,True,False,620.0,2023-05-01 00:00:00,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 87723259, 'streetAddress': '519 W Melrose St APT 204', 'zipcode': '60657', 'city': 'Chicago', 'state': 'IL', 'latitude': 41.94086, 'longitude': -87.64258, 'price': 1975.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 620.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 257000, 'rentZestimate': 1900, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1975.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 174180.0, 'unit': 'Apt 204'}}",False,False,False,False,False,ForRent,"$1,975/mo",For Rent,False,1975.0,257000
41.962536_rrc2*-rrc_87.65446,41.962536_rrc2*-rrc_87.65446,1001470953,https://photos.zillowstatic.com/fp/8c6e8a898af9229023ed096a6109cf1d-p_e.jpg,True,FOR_RENT,4423 North Sheridan Road,/b/4423-north-sheridan-road-chicago-il-5XjMmj/,"{'latitude': 41.962536, 'longitude': -87.65446}","[{'price': '$1,000+', 'beds': '0'}]","{'type': 'TIME_ON_INFO', 'text': None}",,4423 North Sheridan Road,True,"4423 N Sheridan Rd, Chicago, IL",4423 N  Sheridan Rd   # 52f0a3cb7,IL,Chicago,60640,5dghrs8cd13xp,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.885567_rrc2*-rrc_87.6347,41.885567_rrc2*-rrc_87.6347,2103799356,https://photos.zillowstatic.com/fp/0ed48a21ce71e0aa368da7f070d632c9-p_e.jpg,True,FOR_RENT,Linea Apartments,/b/linea-apartments-chicago-il-9Rwzyk/,"{'latitude': 41.885567, 'longitude': -87.6347}","[{'price': '$2,148+', 'beds': '0'}, {'price': '$2,169+', 'beds': '1'}, {'price': '$3,061+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Linea Apartments,True,"215 W Lake St, Chicago, IL",215 W  Lake St   Apt 2104,IL,Chicago,60606,46ppemmwynfxc,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.89354_rrc2*-rrc_87.63389,41.89354_rrc2*-rrc_87.63389,2286958149,https://photos.zillowstatic.com/fp/34fb962aa06801f52b3a24f5784d9d55-p_e.jpg,True,FOR_RENT,The Gallery on Wells,/b/the-gallery-on-wells-chicago-il-B6hqMJ/,"{'latitude': 41.89354, 'longitude': -87.63389}","[{'price': '$2,000+', 'beds': '0'}, {'price': '$2,496+', 'beds': '1'}, {'price': '$3,513+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,The Gallery on Wells,True,"637 N Wells St, Chicago, IL",637 N  Wells St   Apt 2704,IL,Chicago,60654,4ssgjxugn0n7x,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,
41.887234_rrc2*-rrc_87.61864,41.887234_rrc2*-rrc_87.61864,1001574399,https://photos.zillowstatic.com/fp/d4a4e1513be351fc38ca8f86fd3de09e-p_e.jpg,True,FOR_RENT,Coast at Lakeshore East,/b/coast-at-lakeshore-east-chicago-il-5XkFrs/,"{'latitude': 41.887234, 'longitude': -87.61864}","[{'price': '$2,019+', 'beds': '0'}, {'price': '$2,458+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Coast at Lakeshore East,True,"345 E Wacker Dr, Chicago, IL",345 E  Wacker Dr   Apt 1808,IL,Chicago,60601,1f5xyst6dqpju,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,
