,Unnamed: 0,lotId,units,addressState,addressCity,addressZipcode,baths,beds,price,unformattedPrice,id
2628,1399,2456634460.0,"$2,158,bds1",DC,Washington,20003,,1,,"$2,158",38.88308_rrc2*-rrc_76.98641
2629,1399,2456634460.0,"$3,055,bds2",DC,Washington,20003,,2,,"$3,055",38.88308_rrc2*-rrc_76.98641
2630,1399,2456634460.0,"$4,563,bds3",DC,Washington,20003,,3,,"$4,563",38.88308_rrc2*-rrc_76.98641
2631,1400,2197101090.0,"$2,001,bds0",DC,Washington,20003,,0,,"$2,001",38.877007_rrc2*-rrc_77.0048
2632,1400,2197101090.0,"$2,125,bds1",DC,Washington,20003,,1,,"$2,125",38.877007_rrc2*-rrc_77.0048
2633,1400,2197101090.0,"$3,521,bds2",DC,Washington,20003,,2,,"$3,521",38.877007_rrc2*-rrc_77.0048
2634,1401,1049555623.0,"$2,453,bds1",DC,Washington,20005,,1,,"$2,453",38.908916_rrc2*-rrc_77.03273
2635,1402,2361569535.0,"$1,815,bds0",DC,Washington,20003,,0,,"$1,815",38.874325_rrc2*-rrc_77.00038
2636,1402,2361569535.0,"$2,265,bds1",DC,Washington,20003,,1,,"$2,265",38.874325_rrc2*-rrc_77.00038
2637,1402,2361569535.0,"$3,365,bds2",DC,Washington,20003,,2,,"$3,365",38.874325_rrc2*-rrc_77.00038
2638,1403,2552329074.0,"$1,730,bds0",DC,Washington,20019,,0,,"$1,730",38.900513_rrc2*-rrc_76.94804
2639,1403,2552329074.0,"$1,950,bds1",DC,Washington,20019,,1,,"$1,950",38.900513_rrc2*-rrc_76.94804
2640,1403,2552329074.0,"$2,315,bds2",DC,Washington,20019,,2,,"$2,315",38.900513_rrc2*-rrc_76.94804
2641,1404,1001605430.0,"$2,115,bds1",DC,Washington,20011,,1,,"$2,115",38.93749_rrc2*-rrc_77.02491
2642,1404,1001605430.0,"$2,710,bds2",DC,Washington,20011,,2,,"$2,710",38.93749_rrc2*-rrc_77.02491
2643,1405,1001782914.0,"$1,564,bds0",DC,Washington,20007,,0,,"$1,564",38.921467_rrc2*-rrc_77.08102
2644,1405,1001782914.0,"$1,855,bds1",DC,Washington,20007,,1,,"$1,855",38.921467_rrc2*-rrc_77.08102
2645,1405,1001782914.0,"$2,588,bds2",DC,Washington,20007,,2,,"$2,588",38.921467_rrc2*-rrc_77.08102
2646,1406,1001695887.0,"$2,002,bds0",DC,Washington,20001,,0,,"$2,002",38.893078_rrc2*-rrc_77.019295
2647,1406,1001695887.0,"$2,859,bds1",DC,Washington,20001,,1,,"$2,859",38.893078_rrc2*-rrc_77.019295
2648,1406,1001695887.0,"$4,603,bds2",DC,Washington,20001,,2,,"$4,603",38.893078_rrc2*-rrc_77.019295
2649,1407,1045161036.0,"$2,685,bds1",DC,Washington,20008,,1,,"$2,685",38.925377_rrc2*-rrc_77.0561
2650,1407,1045161036.0,"$5,135,bds2",DC,Washington,20008,,2,,"$5,135",38.925377_rrc2*-rrc_77.0561
2651,1408,2465049243.0,"$1,985,bds0",DC,Washington,20003,,0,,"$1,985",38.87888_rrc2*-rrc_77.00619
2652,1408,2465049243.0,"$2,265,bds1",DC,Washington,20003,,1,,"$2,265",38.87888_rrc2*-rrc_77.00619
2653,1408,2465049243.0,"$3,710,bds2",DC,Washington,20003,,2,,"$3,710",38.87888_rrc2*-rrc_77.00619
2654,1408,2465049243.0,"$5,320,bds3",DC,Washington,20003,,3,,"$5,320",38.87888_rrc2*-rrc_77.00619
2655,1409,2090261797.0,"$1,970,bds0",DC,Washington,20002,,0,,"$1,970",38.908882_rrc2*-rrc_77.001305
2656,1409,2090261797.0,"$2,035,bds1",DC,Washington,20002,,1,,"$2,035",38.908882_rrc2*-rrc_77.001305
2657,1409,2090261797.0,"$3,035,bds2",DC,Washington,20002,,2,,"$3,035",38.908882_rrc2*-rrc_77.001305
2658,1409,2090261797.0,"$4,940,bds3",DC,Washington,20002,,3,,"$4,940",38.908882_rrc2*-rrc_77.001305
2659,1410,1002163404.0,"$1,529,bds0",DC,Washington,20008,,0,,"$1,529",38.940575_rrc2*-rrc_77.060875
2660,1410,1002163404.0,"$2,051,bds1",DC,Washington,20008,,1,,"$2,051",38.940575_rrc2*-rrc_77.060875
2661,1410,1002163404.0,"$2,750,bds2",DC,Washington,20008,,2,,"$2,750",38.940575_rrc2*-rrc_77.060875
2662,1411,2090273088.0,"$2,196,bds0",DC,Washington,20003,,0,,"$2,196",38.87973_rrc2*-rrc_77.00837
2663,1411,2090273088.0,"$2,577,bds1",DC,Washington,20003,,1,,"$2,577",38.87973_rrc2*-rrc_77.00837
2664,1411,2090273088.0,"$2,867,bds2",DC,Washington,20003,,2,,"$2,867",38.87973_rrc2*-rrc_77.00837
2665,1411,2090273088.0,"$4,423,bds3",DC,Washington,20003,,3,,"$4,423",38.87973_rrc2*-rrc_77.00837
2666,1412,2372271994.0,"$1,760,bds0",DC,Washington,20003,,0,,"$1,760",38.879833_rrc2*-rrc_77.00389
2667,1412,2372271994.0,"$2,655,bds1",DC,Washington,20003,,1,,"$2,655",38.879833_rrc2*-rrc_77.00389
2668,1412,2372271994.0,"$3,360,bds2",DC,Washington,20003,,2,,"$3,360",38.879833_rrc2*-rrc_77.00389
2669,1412,2372271994.0,"$4,990,bds3",DC,Washington,20003,,3,,"$4,990",38.879833_rrc2*-rrc_77.00389
2670,1413,2090267709.0,"$1,792,bds0",DC,Washington,20002,,0,,"$1,792",38.89992_rrc2*-rrc_76.993195
2671,1413,2090267709.0,"$2,381,bds1",DC,Washington,20002,,1,,"$2,381",38.89992_rrc2*-rrc_76.993195
2672,1413,2090267709.0,"$2,894,bds2",DC,Washington,20002,,2,,"$2,894",38.89992_rrc2*-rrc_76.993195
2673,1414,1001416661.0,"$1,987,bds0",DC,Washington,20003,,0,,"$1,987",38.879658_rrc2*-rrc_77.00641
2674,1414,1001416661.0,"$1,826,bds1",DC,Washington,20003,,1,,"$1,826",38.879658_rrc2*-rrc_77.00641
2675,1414,1001416661.0,"$3,104,bds2",DC,Washington,20003,,2,,"$3,104",38.879658_rrc2*-rrc_77.00641
2676,1415,2321249984.0,"$2,345,bds2",DC,Washington,20001,,2,,"$2,345",38.90348_rrc2*-rrc_77.00986
2677,1415,2321249984.0,"$3,270,bds3",DC,Washington,20001,,3,,"$3,270",38.90348_rrc2*-rrc_77.00986
2678,1415,2321249984.0,"$5,160,bds4",DC,Washington,20001,,4,,"$5,160",38.90348_rrc2*-rrc_77.00986
2679,1416,1001789129.0,"$2,015,bds0",DC,Washington,20008,,0,,"$2,015",38.94999_rrc2*-rrc_77.066216
2680,1416,1001789129.0,"$2,045,bds1",DC,Washington,20008,,1,,"$2,045",38.94999_rrc2*-rrc_77.066216
2681,1417,1001416467.0,"$1,940,bds1",DC,Washington,20016,,1,,"$1,940",38.9321_rrc2*-rrc_77.073
2682,1417,1001416467.0,"$3,095,bds2",DC,Washington,20016,,2,,"$3,095",38.9321_rrc2*-rrc_77.073
2683,1418,1008618520.0,"$1,445,bds0",DC,Washington,20010,,0,,"$1,445",38.934948_rrc2*-rrc_77.03389
2684,1418,1008618520.0,"$1,926,bds1",DC,Washington,20010,,1,,"$1,926",38.934948_rrc2*-rrc_77.03389
2685,1419,2550006164.0,"$2,375,bds1",DC,Washington,20002,,1,,"$2,375",38.907085_rrc2*-rrc_77.01182
2686,1419,2550006164.0,"$2,766,bds2",DC,Washington,20002,,2,,"$2,766",38.907085_rrc2*-rrc_77.01182
2687,1420,2551349081.0,"$2,240,bds0",DC,Washington,20003,,0,,"$2,240",38.880226_rrc2*-rrc_77.005844
2688,1420,2551349081.0,"$2,410,bds1",DC,Washington,20003,,1,,"$2,410",38.880226_rrc2*-rrc_77.005844
2689,1420,2551349081.0,"$3,165,bds2",DC,Washington,20003,,2,,"$3,165",38.880226_rrc2*-rrc_77.005844
2690,1421,1008632328.0,"$1,725,bds1",DC,Washington,20011,,1,,"$1,725",38.950653_rrc2*-rrc_77.00756
2691,1422,2090317109.0,"$2,142,bds0",DC,Washington,20009,,0,,"$2,142",38.923702_rrc2*-rrc_77.03572
2692,1422,2090317109.0,"$2,577,bds1",DC,Washington,20009,,1,,"$2,577",38.923702_rrc2*-rrc_77.03572
2693,1422,2090317109.0,"$3,458,bds2",DC,Washington,20009,,2,,"$3,458",38.923702_rrc2*-rrc_77.03572
2694,1423,2504572528.0,"$1,919,bds1",DC,Washington,20002,,1,,"$1,919",38.909492_rrc2*-rrc_76.999146
2695,1423,2504572528.0,"$2,746,bds2",DC,Washington,20002,,2,,"$2,746",38.909492_rrc2*-rrc_76.999146
2696,1423,2504572528.0,"$6,250,bds3",DC,Washington,20002,,3,,"$6,250",38.909492_rrc2*-rrc_76.999146
2697,1424,1001416878.0,"$1,837,bds0",DC,Washington,20008,,0,,"$1,837",38.92965_rrc2*-rrc_77.05648
2698,1424,1001416878.0,"$2,396,bds1",DC,Washington,20008,,1,,"$2,396",38.92965_rrc2*-rrc_77.05648
2699,1424,1001416878.0,"$3,400,bds2",DC,Washington,20008,,2,,"$3,400",38.92965_rrc2*-rrc_77.05648
2700,1425,1001522639.0,"$2,804,bds0",DC,Washington,20037,,0,,"$2,804",38.9065_rrc2*-rrc_77.05267
2701,1425,1001522639.0,"$3,363,bds1",DC,Washington,20037,,1,,"$3,363",38.9065_rrc2*-rrc_77.05267
2702,1425,1001522639.0,"$4,605,bds2",DC,Washington,20037,,2,,"$4,605",38.9065_rrc2*-rrc_77.05267
2703,1426,1139372318.0,"$1,700,bds0",DC,Washington,20009,,0,,"$1,700",38.92238_rrc2*-rrc_77.03837
2704,1426,1139372318.0,"$3,150,bds2",DC,Washington,20009,,2,,"$3,150",38.92238_rrc2*-rrc_77.03837
2705,1427,1136666002.0,"$2,025,bds0",DC,Washington,20003,,0,,"$2,025",38.875755_rrc2*-rrc_77.00012
2706,1427,1136666002.0,"$1,940,bds1",DC,Washington,20003,,1,,"$1,940",38.875755_rrc2*-rrc_77.00012
2707,1427,1136666002.0,"$3,605,bds2",DC,Washington,20003,,2,,"$3,605",38.875755_rrc2*-rrc_77.00012
2708,1428,2172429046.0,"$1,385,bds0",DC,Washington,20011,,0,,"$1,385",38.93821_rrc2*-rrc_77.0335
2709,1428,2172429046.0,"$1,820,bds1",DC,Washington,20011,,1,,"$1,820",38.93821_rrc2*-rrc_77.0335
2710,1429,2090250629.0,"$1,795,bds0",DC,Washington,20001,,0,,"$1,795",38.91955_rrc2*-rrc_77.024826
2711,1429,2090250629.0,"$2,165,bds1",DC,Washington,20001,,1,,"$2,165",38.91955_rrc2*-rrc_77.024826
2712,1429,2090250629.0,"$3,560,bds2",DC,Washington,20001,,2,,"$3,560",38.91955_rrc2*-rrc_77.024826
2713,1430,1037835922.0,"$2,250,bds1",DC,Washington,20011,,1,,"$2,250",38.95691_rrc2*-rrc_77.03223
2714,1430,1037835922.0,"$5,008,bds4",DC,Washington,20011,,4,,"$5,008",38.95691_rrc2*-rrc_77.03223
2715,1431,1037835923.0,"$1,395,bds0",DC,Washington,20012,,0,,"$1,395",38.97494_rrc2*-rrc_77.02634
2716,1432,2360697084.0,"$1,560,bds0",DC,Washington,20002,,0,,"$1,560",38.901817_rrc2*-rrc_76.98026
2717,1432,2360697084.0,"$1,720,bds1",DC,Washington,20002,,1,,"$1,720",38.901817_rrc2*-rrc_76.98026
2718,1432,2360697084.0,"$2,180,bds2",DC,Washington,20002,,2,,"$2,180",38.901817_rrc2*-rrc_76.98026
2719,1433,1002109162.0,"$1,853,bds0",DC,Washington,20009,,0,,"$1,853",38.922604_rrc2*-rrc_77.04334
2720,1433,1002109162.0,"$2,193,bds1",DC,Washington,20009,,1,,"$2,193",38.922604_rrc2*-rrc_77.04334
2721,1434,2361547724.0,"$1,735,bds0",DC,Washington,20024,,0,,"$1,735",38.86809_rrc2*-rrc_77.01016
2722,1434,2361547724.0,"$1,955,bds1",DC,Washington,20024,,1,,"$1,955",38.86809_rrc2*-rrc_77.01016
2723,1434,2361547724.0,"$3,500,bds2",DC,Washington,20024,,2,,"$3,500",38.86809_rrc2*-rrc_77.01016
